Time,Day,Activity,Daytype,week_start_date
6:30 AM,Monday,Not Work,half day,2022-08-01
7:00 AM,Monday,Not Work,half day,2022-08-01
7:30 AM,Monday,Not Work,half day,2022-08-01
8:00 AM,Monday,logistics,half day,2022-08-01
8:30 AM,Monday,logistics,half day,2022-08-01
9:00 AM,Monday,logistics,half day,2022-08-01
9:30 AM,Monday,logistics,half day,2022-08-01
10:00 AM,Monday,Not Work,half day,2022-08-01
10:30 AM,Monday,Not Work,half day,2022-08-01
11:00 AM,Monday,Not Work,half day,2022-08-01
11:30 AM,Monday,Not Work,half day,2022-08-01
12:00 PM,Monday,Not Work,half day,2022-08-01
12:30 PM,Monday,Not Work,half day,2022-08-01
1:00 PM,Monday,Not Work,half day,2022-08-01
1:30 PM,Monday,Not Work,half day,2022-08-01
2:00 PM,Monday,Not Work,half day,2022-08-01
2:30 PM,Monday,Not Work,half day,2022-08-01
3:00 PM,Monday,Not Work,half day,2022-08-01
3:30 PM,Monday,Not Work,half day,2022-08-01
4:00 PM,Monday,Not Work,half day,2022-08-01
4:30 PM,Monday,Not Work,half day,2022-08-01
5:00 PM,Monday,Not Work,half day,2022-08-01
5:30 PM,Monday,Not Work,half day,2022-08-01
6:00 PM,Monday,Not Work,half day,2022-08-01
6:30 PM,Monday,Not Work,half day,2022-08-01
7:00 PM,Monday,Not Work,half day,2022-08-01
7:30 PM,Monday,Not Work,half day,2022-08-01
8:00 PM,Monday,Not Work,half day,2022-08-01
8:30 PM,Monday,Not Work,half day,2022-08-01
9:00 PM,Monday,Not Work,half day,2022-08-01
9:30 PM,Monday,Not Work,half day,2022-08-01
10:00 PM,Monday,Not Work,half day,2022-08-01
10:30 PM,Monday,Not Work,half day,2022-08-01
11:00 PM,Monday,Not Work,half day,2022-08-01
6:00 AM,Tuesday,Not Work,day off,2022-08-01
6:30 AM,Tuesday,Not Work,day off,2022-08-01
7:00 AM,Tuesday,Not Work,day off,2022-08-01
7:30 AM,Tuesday,Not Work,day off,2022-08-01
8:00 AM,Tuesday,Not Work,day off,2022-08-01
8:30 AM,Tuesday,Not Work,day off,2022-08-01
9:00 AM,Tuesday,Not Work,day off,2022-08-01
9:30 AM,Tuesday,Not Work,day off,2022-08-01
10:00 AM,Tuesday,Not Work,day off,2022-08-01
10:30 AM,Tuesday,Not Work,day off,2022-08-01
11:00 AM,Tuesday,Not Work,day off,2022-08-01
11:30 AM,Tuesday,Not Work,day off,2022-08-01
12:00 PM,Tuesday,Not Work,day off,2022-08-01
12:30 PM,Tuesday,Not Work,day off,2022-08-01
1:00 PM,Tuesday,mentees,day off,2022-08-01
1:30 PM,Tuesday,Not Work,day off,2022-08-01
2:00 PM,Tuesday,Not Work,day off,2022-08-01
2:30 PM,Tuesday,Not Work,day off,2022-08-01
3:00 PM,Tuesday,Not Work,day off,2022-08-01
3:30 PM,Tuesday,Not Work,day off,2022-08-01
4:00 PM,Tuesday,Not Work,day off,2022-08-01
4:30 PM,Tuesday,Not Work,day off,2022-08-01
5:00 PM,Tuesday,Not Work,day off,2022-08-01
5:30 PM,Tuesday,Not Work,day off,2022-08-01
6:00 PM,Tuesday,Not Work,day off,2022-08-01
6:30 PM,Tuesday,Not Work,day off,2022-08-01
7:00 PM,Tuesday,Not Work,day off,2022-08-01
7:30 PM,Tuesday,Not Work,day off,2022-08-01
8:00 PM,Tuesday,Not Work,day off,2022-08-01
8:30 PM,Tuesday,Not Work,day off,2022-08-01
9:00 PM,Tuesday,Not Work,day off,2022-08-01
9:30 PM,Tuesday,Not Work,day off,2022-08-01
10:00 PM,Tuesday,Not Work,day off,2022-08-01
10:30 PM,Tuesday,Not Work,day off,2022-08-01
11:00 PM,Tuesday,Not Work,day off,2022-08-01
6:00 AM,Wednesday,Not Work,day off,2022-08-01
6:30 AM,Wednesday,Not Work,day off,2022-08-01
7:00 AM,Wednesday,Not Work,day off,2022-08-01
7:30 AM,Wednesday,Not Work,day off,2022-08-01
8:00 AM,Wednesday,Not Work,day off,2022-08-01
8:30 AM,Wednesday,Not Work,day off,2022-08-01
9:00 AM,Wednesday,Not Work,day off,2022-08-01
9:30 AM,Wednesday,Not Work,day off,2022-08-01
10:00 AM,Wednesday,Not Work,day off,2022-08-01
10:30 AM,Wednesday,Not Work,day off,2022-08-01
11:00 AM,Wednesday,Not Work,day off,2022-08-01
11:30 AM,Wednesday,Not Work,day off,2022-08-01
12:00 PM,Wednesday,Not Work,day off,2022-08-01
12:30 PM,Wednesday,Not Work,day off,2022-08-01
1:00 PM,Wednesday,Not Work,day off,2022-08-01
1:30 PM,Wednesday,Not Work,day off,2022-08-01
2:00 PM,Wednesday,Not Work,day off,2022-08-01
2:30 PM,Wednesday,Not Work,day off,2022-08-01
3:00 PM,Wednesday,Not Work,day off,2022-08-01
3:30 PM,Wednesday,Not Work,day off,2022-08-01
4:00 PM,Wednesday,Not Work,day off,2022-08-01
4:30 PM,Wednesday,Not Work,day off,2022-08-01
5:00 PM,Wednesday,Not Work,day off,2022-08-01
5:30 PM,Wednesday,Not Work,day off,2022-08-01
6:00 PM,Wednesday,Not Work,day off,2022-08-01
6:30 PM,Wednesday,Not Work,day off,2022-08-01
7:00 PM,Wednesday,Not Work,day off,2022-08-01
7:30 PM,Wednesday,Not Work,day off,2022-08-01
8:00 PM,Wednesday,Not Work,day off,2022-08-01
8:30 PM,Wednesday,Not Work,day off,2022-08-01
9:00 PM,Wednesday,Not Work,day off,2022-08-01
9:30 PM,Wednesday,Not Work,day off,2022-08-01
10:00 PM,Wednesday,Not Work,day off,2022-08-01
10:30 PM,Wednesday,Not Work,day off,2022-08-01
11:00 PM,Wednesday,Not Work,day off,2022-08-01
6:00 AM,Thursday,Not Work,day off,2022-08-01
6:30 AM,Thursday,Not Work,day off,2022-08-01
7:00 AM,Thursday,Not Work,day off,2022-08-01
7:30 AM,Thursday,Not Work,day off,2022-08-01
8:00 AM,Thursday,Not Work,day off,2022-08-01
8:30 AM,Thursday,Not Work,day off,2022-08-01
9:00 AM,Thursday,Not Work,day off,2022-08-01
9:30 AM,Thursday,Not Work,day off,2022-08-01
10:00 AM,Thursday,Not Work,day off,2022-08-01
10:30 AM,Thursday,Not Work,day off,2022-08-01
11:00 AM,Thursday,Not Work,day off,2022-08-01
11:30 AM,Thursday,Not Work,day off,2022-08-01
12:00 PM,Thursday,Not Work,day off,2022-08-01
12:30 PM,Thursday,Not Work,day off,2022-08-01
1:00 PM,Thursday,Not Work,day off,2022-08-01
1:30 PM,Thursday,Not Work,day off,2022-08-01
2:00 PM,Thursday,Not Work,day off,2022-08-01
2:30 PM,Thursday,Not Work,day off,2022-08-01
3:00 PM,Thursday,Not Work,day off,2022-08-01
3:30 PM,Thursday,Not Work,day off,2022-08-01
4:00 PM,Thursday,Not Work,day off,2022-08-01
4:30 PM,Thursday,Not Work,day off,2022-08-01
5:00 PM,Thursday,Not Work,day off,2022-08-01
5:30 PM,Thursday,Not Work,day off,2022-08-01
6:00 PM,Thursday,Not Work,day off,2022-08-01
6:30 PM,Thursday,Not Work,day off,2022-08-01
7:00 PM,Thursday,Not Work,day off,2022-08-01
7:30 PM,Thursday,Not Work,day off,2022-08-01
8:00 PM,Thursday,Not Work,day off,2022-08-01
8:30 PM,Thursday,Not Work,day off,2022-08-01
9:00 PM,Thursday,Not Work,day off,2022-08-01
9:30 PM,Thursday,Not Work,day off,2022-08-01
10:00 PM,Thursday,Not Work,day off,2022-08-01
10:30 PM,Thursday,Not Work,day off,2022-08-01
11:00 PM,Thursday,Not Work,day off,2022-08-01
6:00 AM,Friday,Not Work,day off,2022-08-01
6:30 AM,Friday,Not Work,day off,2022-08-01
7:00 AM,Friday,Not Work,day off,2022-08-01
7:30 AM,Friday,Not Work,day off,2022-08-01
8:00 AM,Friday,Not Work,day off,2022-08-01
8:30 AM,Friday,Not Work,day off,2022-08-01
9:00 AM,Friday,Not Work,day off,2022-08-01
9:30 AM,Friday,Not Work,day off,2022-08-01
10:00 AM,Friday,Not Work,day off,2022-08-01
10:30 AM,Friday,Not Work,day off,2022-08-01
11:00 AM,Friday,Not Work,day off,2022-08-01
11:30 AM,Friday,Not Work,day off,2022-08-01
12:00 PM,Friday,Not Work,day off,2022-08-01
12:30 PM,Friday,Not Work,day off,2022-08-01
1:00 PM,Friday,Not Work,day off,2022-08-01
1:30 PM,Friday,Not Work,day off,2022-08-01
2:00 PM,Friday,Not Work,day off,2022-08-01
2:30 PM,Friday,Not Work,day off,2022-08-01
3:00 PM,Friday,Not Work,day off,2022-08-01
3:30 PM,Friday,Not Work,day off,2022-08-01
4:00 PM,Friday,Not Work,day off,2022-08-01
4:30 PM,Friday,Not Work,day off,2022-08-01
5:00 PM,Friday,Not Work,day off,2022-08-01
5:30 PM,Friday,Not Work,day off,2022-08-01
6:00 PM,Friday,Not Work,day off,2022-08-01
6:30 PM,Friday,Not Work,day off,2022-08-01
7:00 PM,Friday,Not Work,day off,2022-08-01
7:30 PM,Friday,Not Work,day off,2022-08-01
8:00 PM,Friday,Not Work,day off,2022-08-01
8:30 PM,Friday,Not Work,day off,2022-08-01
9:00 PM,Friday,Not Work,day off,2022-08-01
9:30 PM,Friday,Not Work,day off,2022-08-01
10:00 PM,Friday,Not Work,day off,2022-08-01
10:30 PM,Friday,Not Work,day off,2022-08-01
11:00 PM,Friday,Not Work,day off,2022-08-01
6:00 AM,Saturday,Not Work,weekend,2022-08-01
6:30 AM,Saturday,Not Work,weekend,2022-08-01
7:00 AM,Saturday,Not Work,weekend,2022-08-01
7:30 AM,Saturday,Not Work,weekend,2022-08-01
8:00 AM,Saturday,Not Work,weekend,2022-08-01
8:30 AM,Saturday,Not Work,weekend,2022-08-01
9:00 AM,Saturday,Not Work,weekend,2022-08-01
9:30 AM,Saturday,Not Work,weekend,2022-08-01
10:00 AM,Saturday,Not Work,weekend,2022-08-01
10:30 AM,Saturday,Not Work,weekend,2022-08-01
11:00 AM,Saturday,Not Work,weekend,2022-08-01
11:30 AM,Saturday,Not Work,weekend,2022-08-01
12:00 PM,Saturday,Not Work,weekend,2022-08-01
12:30 PM,Saturday,Not Work,weekend,2022-08-01
1:00 PM,Saturday,Not Work,weekend,2022-08-01
1:30 PM,Saturday,Not Work,weekend,2022-08-01
2:00 PM,Saturday,Not Work,weekend,2022-08-01
2:30 PM,Saturday,Not Work,weekend,2022-08-01
3:00 PM,Saturday,Not Work,weekend,2022-08-01
3:30 PM,Saturday,Not Work,weekend,2022-08-01
4:00 PM,Saturday,Not Work,weekend,2022-08-01
4:30 PM,Saturday,Not Work,weekend,2022-08-01
5:00 PM,Saturday,Not Work,weekend,2022-08-01
5:30 PM,Saturday,Not Work,weekend,2022-08-01
6:00 PM,Saturday,Not Work,weekend,2022-08-01
6:30 PM,Saturday,Not Work,weekend,2022-08-01
7:00 PM,Saturday,Not Work,weekend,2022-08-01
7:30 PM,Saturday,Not Work,weekend,2022-08-01
8:00 PM,Saturday,Not Work,weekend,2022-08-01
8:30 PM,Saturday,Not Work,weekend,2022-08-01
9:00 PM,Saturday,Not Work,weekend,2022-08-01
9:30 PM,Saturday,Not Work,weekend,2022-08-01
10:00 PM,Saturday,Not Work,weekend,2022-08-01
10:30 PM,Saturday,Not Work,weekend,2022-08-01
11:00 PM,Saturday,Not Work,weekend,2022-08-01
6:00 AM,Sunday,Not Work,weekend,2022-08-01
6:30 AM,Sunday,Not Work,weekend,2022-08-01
7:00 AM,Sunday,Not Work,weekend,2022-08-01
7:30 AM,Sunday,Not Work,weekend,2022-08-01
8:00 AM,Sunday,Not Work,weekend,2022-08-01
8:30 AM,Sunday,Not Work,weekend,2022-08-01
9:00 AM,Sunday,Not Work,weekend,2022-08-01
9:30 AM,Sunday,Not Work,weekend,2022-08-01
10:00 AM,Sunday,Not Work,weekend,2022-08-01
10:30 AM,Sunday,Not Work,weekend,2022-08-01
11:00 AM,Sunday,Not Work,weekend,2022-08-01
11:30 AM,Sunday,Not Work,weekend,2022-08-01
12:00 PM,Sunday,Not Work,weekend,2022-08-01
12:30 PM,Sunday,Not Work,weekend,2022-08-01
1:00 PM,Sunday,Not Work,weekend,2022-08-01
1:30 PM,Sunday,Not Work,weekend,2022-08-01
2:00 PM,Sunday,Not Work,weekend,2022-08-01
2:30 PM,Sunday,Not Work,weekend,2022-08-01
3:00 PM,Sunday,Not Work,weekend,2022-08-01
3:30 PM,Sunday,Not Work,weekend,2022-08-01
4:00 PM,Sunday,Not Work,weekend,2022-08-01
4:30 PM,Sunday,Not Work,weekend,2022-08-01
5:00 PM,Sunday,Not Work,weekend,2022-08-01
5:30 PM,Sunday,Not Work,weekend,2022-08-01
6:00 PM,Sunday,Not Work,weekend,2022-08-01
6:30 PM,Sunday,Not Work,weekend,2022-08-01
7:00 PM,Sunday,Not Work,weekend,2022-08-01
7:30 PM,Sunday,Not Work,weekend,2022-08-01
8:00 PM,Sunday,Not Work,weekend,2022-08-01
8:30 PM,Sunday,Not Work,weekend,2022-08-01
9:00 PM,Sunday,Not Work,weekend,2022-08-01
9:30 PM,Sunday,Not Work,weekend,2022-08-01
10:00 PM,Sunday,Not Work,weekend,2022-08-01
10:30 PM,Sunday,Not Work,weekend,2022-08-01
11:00 PM,Sunday,Not Work,weekend,2022-08-01
6:00 AM,Monday,Not Work,day off,2022-08-08
6:30 AM,Monday,Not Work,day off,2022-08-08
7:00 AM,Monday,Not Work,day off,2022-08-08
7:30 AM,Monday,Not Work,day off,2022-08-08
8:00 AM,Monday,Not Work,day off,2022-08-08
8:30 AM,Monday,Not Work,day off,2022-08-08
9:00 AM,Monday,Not Work,day off,2022-08-08
9:30 AM,Monday,Not Work,day off,2022-08-08
10:00 AM,Monday,Not Work,day off,2022-08-08
10:30 AM,Monday,Not Work,day off,2022-08-08
11:00 AM,Monday,Not Work,day off,2022-08-08
11:30 AM,Monday,Not Work,day off,2022-08-08
12:00 PM,Monday,Not Work,day off,2022-08-08
12:30 PM,Monday,Not Work,day off,2022-08-08
1:00 PM,Monday,Not Work,day off,2022-08-08
1:30 PM,Monday,Not Work,day off,2022-08-08
2:00 PM,Monday,Not Work,day off,2022-08-08
2:30 PM,Monday,Not Work,day off,2022-08-08
3:00 PM,Monday,Not Work,day off,2022-08-08
3:30 PM,Monday,Not Work,day off,2022-08-08
4:00 PM,Monday,Not Work,day off,2022-08-08
4:30 PM,Monday,Not Work,day off,2022-08-08
5:00 PM,Monday,Not Work,day off,2022-08-08
5:30 PM,Monday,Not Work,day off,2022-08-08
6:00 PM,Monday,Not Work,day off,2022-08-08
6:30 PM,Monday,Not Work,day off,2022-08-08
7:00 PM,Monday,Not Work,day off,2022-08-08
7:30 PM,Monday,Not Work,day off,2022-08-08
8:00 PM,Monday,Not Work,day off,2022-08-08
8:30 PM,Monday,Not Work,day off,2022-08-08
9:00 PM,Monday,Not Work,day off,2022-08-08
9:30 PM,Monday,Not Work,day off,2022-08-08
10:00 PM,Monday,Not Work,day off,2022-08-08
10:30 PM,Monday,Not Work,day off,2022-08-08
11:00 PM,Monday,Not Work,day off,2022-08-08
6:00 AM,Tuesday,Not Work,day off,2022-08-08
6:30 AM,Tuesday,Not Work,day off,2022-08-08
7:00 AM,Tuesday,Not Work,day off,2022-08-08
7:30 AM,Tuesday,Not Work,day off,2022-08-08
8:00 AM,Tuesday,Not Work,day off,2022-08-08
8:30 AM,Tuesday,Not Work,day off,2022-08-08
9:00 AM,Tuesday,Not Work,day off,2022-08-08
9:30 AM,Tuesday,Not Work,day off,2022-08-08
10:00 AM,Tuesday,Not Work,day off,2022-08-08
10:30 AM,Tuesday,Not Work,day off,2022-08-08
11:00 AM,Tuesday,Not Work,day off,2022-08-08
11:30 AM,Tuesday,Not Work,day off,2022-08-08
12:00 PM,Tuesday,Not Work,day off,2022-08-08
12:30 PM,Tuesday,Not Work,day off,2022-08-08
1:00 PM,Tuesday,Not Work,day off,2022-08-08
1:30 PM,Tuesday,Not Work,day off,2022-08-08
2:00 PM,Tuesday,Not Work,day off,2022-08-08
2:30 PM,Tuesday,Not Work,day off,2022-08-08
3:00 PM,Tuesday,Not Work,day off,2022-08-08
3:30 PM,Tuesday,Not Work,day off,2022-08-08
4:00 PM,Tuesday,Not Work,day off,2022-08-08
4:30 PM,Tuesday,Not Work,day off,2022-08-08
5:00 PM,Tuesday,Not Work,day off,2022-08-08
5:30 PM,Tuesday,Not Work,day off,2022-08-08
6:00 PM,Tuesday,Not Work,day off,2022-08-08
6:30 PM,Tuesday,Not Work,day off,2022-08-08
7:00 PM,Tuesday,Not Work,day off,2022-08-08
7:30 PM,Tuesday,Not Work,day off,2022-08-08
8:00 PM,Tuesday,Not Work,day off,2022-08-08
8:30 PM,Tuesday,Not Work,day off,2022-08-08
9:00 PM,Tuesday,Not Work,day off,2022-08-08
9:30 PM,Tuesday,Not Work,day off,2022-08-08
10:00 PM,Tuesday,Not Work,day off,2022-08-08
10:30 PM,Tuesday,Not Work,day off,2022-08-08
11:00 PM,Tuesday,Not Work,day off,2022-08-08
6:00 AM,Wednesday,Not Work,day off,2022-08-08
6:30 AM,Wednesday,Not Work,day off,2022-08-08
7:00 AM,Wednesday,Not Work,day off,2022-08-08
7:30 AM,Wednesday,Not Work,day off,2022-08-08
8:00 AM,Wednesday,Not Work,day off,2022-08-08
8:30 AM,Wednesday,Not Work,day off,2022-08-08
9:00 AM,Wednesday,Not Work,day off,2022-08-08
9:30 AM,Wednesday,Not Work,day off,2022-08-08
10:00 AM,Wednesday,Not Work,day off,2022-08-08
10:30 AM,Wednesday,Not Work,day off,2022-08-08
11:00 AM,Wednesday,Not Work,day off,2022-08-08
11:30 AM,Wednesday,Not Work,day off,2022-08-08
12:00 PM,Wednesday,Not Work,day off,2022-08-08
12:30 PM,Wednesday,Not Work,day off,2022-08-08
1:00 PM,Wednesday,Not Work,day off,2022-08-08
1:30 PM,Wednesday,Not Work,day off,2022-08-08
2:00 PM,Wednesday,Not Work,day off,2022-08-08
2:30 PM,Wednesday,Not Work,day off,2022-08-08
3:00 PM,Wednesday,Not Work,day off,2022-08-08
3:30 PM,Wednesday,Not Work,day off,2022-08-08
4:00 PM,Wednesday,Not Work,day off,2022-08-08
4:30 PM,Wednesday,Not Work,day off,2022-08-08
5:00 PM,Wednesday,Not Work,day off,2022-08-08
5:30 PM,Wednesday,Not Work,day off,2022-08-08
6:00 PM,Wednesday,Not Work,day off,2022-08-08
6:30 PM,Wednesday,Not Work,day off,2022-08-08
7:00 PM,Wednesday,Not Work,day off,2022-08-08
7:30 PM,Wednesday,Not Work,day off,2022-08-08
8:00 PM,Wednesday,Not Work,day off,2022-08-08
8:30 PM,Wednesday,Not Work,day off,2022-08-08
9:00 PM,Wednesday,Not Work,day off,2022-08-08
9:30 PM,Wednesday,Not Work,day off,2022-08-08
10:00 PM,Wednesday,Not Work,day off,2022-08-08
10:30 PM,Wednesday,Not Work,day off,2022-08-08
11:00 PM,Wednesday,Not Work,day off,2022-08-08
6:00 AM,Thursday,Not Work,day off,2022-08-08
6:30 AM,Thursday,Not Work,day off,2022-08-08
7:00 AM,Thursday,Not Work,day off,2022-08-08
7:30 AM,Thursday,Not Work,day off,2022-08-08
8:00 AM,Thursday,Not Work,day off,2022-08-08
8:30 AM,Thursday,Not Work,day off,2022-08-08
9:00 AM,Thursday,Not Work,day off,2022-08-08
9:30 AM,Thursday,Not Work,day off,2022-08-08
10:00 AM,Thursday,Not Work,day off,2022-08-08
10:30 AM,Thursday,Not Work,day off,2022-08-08
11:00 AM,Thursday,Not Work,day off,2022-08-08
11:30 AM,Thursday,Not Work,day off,2022-08-08
12:00 PM,Thursday,Not Work,day off,2022-08-08
12:30 PM,Thursday,Not Work,day off,2022-08-08
1:00 PM,Thursday,Not Work,day off,2022-08-08
1:30 PM,Thursday,Not Work,day off,2022-08-08
2:00 PM,Thursday,Not Work,day off,2022-08-08
2:30 PM,Thursday,Not Work,day off,2022-08-08
3:00 PM,Thursday,Not Work,day off,2022-08-08
3:30 PM,Thursday,Not Work,day off,2022-08-08
4:00 PM,Thursday,Not Work,day off,2022-08-08
4:30 PM,Thursday,Not Work,day off,2022-08-08
5:00 PM,Thursday,Not Work,day off,2022-08-08
5:30 PM,Thursday,Not Work,day off,2022-08-08
6:00 PM,Thursday,Not Work,day off,2022-08-08
6:30 PM,Thursday,Not Work,day off,2022-08-08
7:00 PM,Thursday,Not Work,day off,2022-08-08
7:30 PM,Thursday,Not Work,day off,2022-08-08
8:00 PM,Thursday,Not Work,day off,2022-08-08
8:30 PM,Thursday,Not Work,day off,2022-08-08
9:00 PM,Thursday,Not Work,day off,2022-08-08
9:30 PM,Thursday,Not Work,day off,2022-08-08
10:00 PM,Thursday,Not Work,day off,2022-08-08
10:30 PM,Thursday,Not Work,day off,2022-08-08
11:00 PM,Thursday,Not Work,day off,2022-08-08
6:00 AM,Friday,Not Work,half day,2022-08-08
6:30 AM,Friday,Not Work,half day,2022-08-08
7:00 AM,Friday,Not Work,half day,2022-08-08
7:30 AM,Friday,Not Work,half day,2022-08-08
8:00 AM,Friday,Not Work,half day,2022-08-08
8:30 AM,Friday,Not Work,half day,2022-08-08
9:00 AM,Friday,Not Work,half day,2022-08-08
9:30 AM,Friday,Not Work,half day,2022-08-08
10:00 AM,Friday,Not Work,half day,2022-08-08
10:30 AM,Friday,Not Work,half day,2022-08-08
11:00 AM,Friday,Not Work,half day,2022-08-08
11:30 AM,Friday,Not Work,half day,2022-08-08
12:00 PM,Friday,Not Work,half day,2022-08-08
12:30 PM,Friday,Not Work,half day,2022-08-08
1:00 PM,Friday,Not Work,half day,2022-08-08
1:30 PM,Friday,Not Work,half day,2022-08-08
2:00 PM,Friday,Not Work,half day,2022-08-08
2:30 PM,Friday,Not Work,half day,2022-08-08
3:00 PM,Friday,Not Work,half day,2022-08-08
3:30 PM,Friday,Not Work,half day,2022-08-08
4:00 PM,Friday,Not Work,half day,2022-08-08
4:30 PM,Friday,Not Work,half day,2022-08-08
5:00 PM,Friday,Not Work,half day,2022-08-08
5:30 PM,Friday,Not Work,half day,2022-08-08
6:00 PM,Friday,Not Work,half day,2022-08-08
6:30 PM,Friday,Not Work,half day,2022-08-08
7:00 PM,Friday,Not Work,half day,2022-08-08
7:30 PM,Friday,Not Work,half day,2022-08-08
8:00 PM,Friday,Not Work,half day,2022-08-08
8:30 PM,Friday,Not Work,half day,2022-08-08
9:00 PM,Friday,Not Work,half day,2022-08-08
9:30 PM,Friday,Not Work,half day,2022-08-08
10:00 PM,Friday,Not Work,half day,2022-08-08
10:30 PM,Friday,Not Work,half day,2022-08-08
11:00 PM,Friday,Not Work,half day,2022-08-08
6:00 AM,Saturday,Not Work,weekend,2022-08-08
6:30 AM,Saturday,Not Work,weekend,2022-08-08
7:00 AM,Saturday,Not Work,weekend,2022-08-08
7:30 AM,Saturday,Not Work,weekend,2022-08-08
8:00 AM,Saturday,Not Work,weekend,2022-08-08
8:30 AM,Saturday,Not Work,weekend,2022-08-08
9:00 AM,Saturday,Not Work,weekend,2022-08-08
9:30 AM,Saturday,Not Work,weekend,2022-08-08
10:00 AM,Saturday,Not Work,weekend,2022-08-08
10:30 AM,Saturday,Not Work,weekend,2022-08-08
11:00 AM,Saturday,Not Work,weekend,2022-08-08
11:30 AM,Saturday,Not Work,weekend,2022-08-08
12:00 PM,Saturday,Not Work,weekend,2022-08-08
12:30 PM,Saturday,Not Work,weekend,2022-08-08
1:00 PM,Saturday,Not Work,weekend,2022-08-08
1:30 PM,Saturday,Not Work,weekend,2022-08-08
2:00 PM,Saturday,Not Work,weekend,2022-08-08
2:30 PM,Saturday,Not Work,weekend,2022-08-08
3:00 PM,Saturday,Not Work,weekend,2022-08-08
3:30 PM,Saturday,Not Work,weekend,2022-08-08
4:00 PM,Saturday,Not Work,weekend,2022-08-08
4:30 PM,Saturday,Not Work,weekend,2022-08-08
5:00 PM,Saturday,Not Work,weekend,2022-08-08
5:30 PM,Saturday,Not Work,weekend,2022-08-08
6:00 PM,Saturday,Not Work,weekend,2022-08-08
6:30 PM,Saturday,Not Work,weekend,2022-08-08
7:00 PM,Saturday,Not Work,weekend,2022-08-08
7:30 PM,Saturday,Not Work,weekend,2022-08-08
8:00 PM,Saturday,Not Work,weekend,2022-08-08
8:30 PM,Saturday,Not Work,weekend,2022-08-08
9:00 PM,Saturday,Not Work,weekend,2022-08-08
9:30 PM,Saturday,Not Work,weekend,2022-08-08
10:00 PM,Saturday,Not Work,weekend,2022-08-08
10:30 PM,Saturday,Not Work,weekend,2022-08-08
11:00 PM,Saturday,Not Work,weekend,2022-08-08
6:00 AM,Sunday,Not Work,weekend,2022-08-08
6:30 AM,Sunday,Not Work,weekend,2022-08-08
7:00 AM,Sunday,Not Work,weekend,2022-08-08
7:30 AM,Sunday,Not Work,weekend,2022-08-08
8:00 AM,Sunday,Not Work,weekend,2022-08-08
8:30 AM,Sunday,Not Work,weekend,2022-08-08
9:00 AM,Sunday,Not Work,weekend,2022-08-08
9:30 AM,Sunday,Not Work,weekend,2022-08-08
10:00 AM,Sunday,Not Work,weekend,2022-08-08
10:30 AM,Sunday,Not Work,weekend,2022-08-08
11:00 AM,Sunday,Not Work,weekend,2022-08-08
11:30 AM,Sunday,Not Work,weekend,2022-08-08
12:00 PM,Sunday,Not Work,weekend,2022-08-08
12:30 PM,Sunday,Not Work,weekend,2022-08-08
1:00 PM,Sunday,logistics,weekend,2022-08-08
1:30 PM,Sunday,logistics,weekend,2022-08-08
2:00 PM,Sunday,logistics,weekend,2022-08-08
2:30 PM,Sunday,Not Work,weekend,2022-08-08
3:00 PM,Sunday,Not Work,weekend,2022-08-08
3:30 PM,Sunday,Not Work,weekend,2022-08-08
4:00 PM,Sunday,Not Work,weekend,2022-08-08
4:30 PM,Sunday,Not Work,weekend,2022-08-08
5:00 PM,Sunday,Not Work,weekend,2022-08-08
5:30 PM,Sunday,Not Work,weekend,2022-08-08
6:00 PM,Sunday,Not Work,weekend,2022-08-08
6:30 PM,Sunday,Not Work,weekend,2022-08-08
7:00 PM,Sunday,Not Work,weekend,2022-08-08
7:30 PM,Sunday,Not Work,weekend,2022-08-08
8:00 PM,Sunday,logistics,weekend,2022-08-08
8:30 PM,Sunday,logistics,weekend,2022-08-08
9:00 PM,Sunday,logistics,weekend,2022-08-08
9:30 PM,Sunday,Not Work,weekend,2022-08-08
10:00 PM,Sunday,Not Work,weekend,2022-08-08
10:30 PM,Sunday,Not Work,weekend,2022-08-08
11:00 PM,Sunday,Not Work,weekend,2022-08-08
6:00 AM,Monday,Not Work,work,2022-08-15
6:30 AM,Monday,Not Work,work,2022-08-15
7:00 AM,Monday,Not Work,work,2022-08-15
7:30 AM,Monday,Not Work,work,2022-08-15
8:00 AM,Monday,logistics,work,2022-08-15
8:30 AM,Monday,logistics,work,2022-08-15
9:00 AM,Monday,logistics,work,2022-08-15
9:30 AM,Monday,logistics,work,2022-08-15
10:00 AM,Monday,logistics,work,2022-08-15
10:30 AM,Monday,Not Work,work,2022-08-15
11:00 AM,Monday,talking,work,2022-08-15
11:30 AM,Monday,talking,work,2022-08-15
12:00 PM,Monday,logistics,work,2022-08-15
12:30 PM,Monday,logistics,work,2022-08-15
1:00 PM,Monday,research,work,2022-08-15
1:30 PM,Monday,service,work,2022-08-15
2:00 PM,Monday,logistics,work,2022-08-15
